id_entidad,nombre_entidad,direccion,telefono,address_department
PE-CONSUCODE-208,MUNICIPALIDAD DISTRITAL DE LA PAMPA,AV.ALFONSO RIVASPLATA No 305,,ANCASH
PE-CONSUCODE-2322,MUNICIPALIDAD DISTRITAL DE TUMAN,AV. ENRIQUE FERREYROS N° 01 - TUMAN,074417360,LAMBAYEQUE
PE-CONSUCODE-205090,MUNICIPALIDAD DISTRITAL DE COCHABAMBA,PLAZA PRINCIPAL S/N,930325305,HUANCAVELICA
PE-CONSUCODE-267,MUNICIPALIDAD DISTRITAL DE PARARIN,AV. 25 DE JULIO S/N PLAZA DE ARMAS PARARIN,994187380,ANCASH
PE-CONSUCODE-285,MUNICIPALIDAD DISTRITAL DE QUICHES,PLAZA DE ARMAS S/N,,ANCASH
PE-CONSUCODE-290,MUNICIPALIDAD DISTRITAL DE CASCAPARA,PLAZA DE ARMAS S/N,,ANCASH
PE-CONSUCODE-313,MUNICIPALIDAD DISTRITAL DE LLIPA,AV.LIMA MZ 6 LOTE 2,0,ANCASH
PE-CONSUCODE-346,MUNICIPALIDAD DISTRITAL DE EL ORO,PLAZA DE ARMAS,,APURIMAC
PE-CONSUCODE-364,MUNICIPALIDAD DISTRITAL DE TAPAYRIHUA,PLAZA DE ARMAS,,APURIMAC
PE-CONSUCODE-487,MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,PLAZA DE ARMAS S/N,0,AREQUIPA
PE-CONSUCODE-608,MUNICIPALIDAD DISTRITAL DE PAICO,PLAZA DE ARMAS 2DO PISO,,AYACUCHO
PE-CONSUCODE-201985,UNIDAD EJECUTORA DE SALUD GRAN CHIMU,LIBERTAD,947948182,LA LIBERTAD
PE-CONSUCODE-92,MUNICIPALIDAD DISTRITAL DE EL PARCO,JR.AMAZONAS 221,948171444,AMAZONAS
PE-CONSUCODE-981,MUNICIPALIDAD DISTRITAL DE JIRCAN,JR. LAS MERCEDES PLAZA DE ARMAS,,HUANUCO
PE-CONSUCODE-387,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - GRAU,PLAZA PRINCIPAL,0,APURIMAC
PE-CONSUCODE-10175,GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 10 - HUARAL,AV. TUPAC AMARU    CDRA. 6 - URB. EL ROSARIO HUARAL,2461137,LIMA
PE-CONSUCODE-1647,MUNICIPALIDAD DISTRITAL DE RINCONADA LLICUAR,AV.PERU,995566517,PIURA
PE-CONSUCODE-1380,MUNICIPALIDAD DISTRITAL DE AMBAR,JR. SUCRE N° 255,5768854,LIMA
PE-CONSUCODE-862,MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA - HUANCAVELICA,PLAZA PRINCIPAL S/N,1111111,HUANCAVELICA
PE-CONSUCODE-202366,"ESCUELA NACIONAL SUPERIOR DE ARTE DRAMATICO ""GUILLERMO UGARTE CHAMORRO""",ABEL BERGASSE DU PETIT THOUARS,3320432,LIMA
PE-CONSUCODE-10572,GOBIERNO REGIONAL DE PUNO-EDUCACION ADE AZANGARO,JR. LIMA 627 AZANGARO,,PUNO
PE-CONSUCODE-991,MUNICIPALIDAD DISTRITAL DE CRESPO Y CASTILLO,JR. AUCAYACU NO 206 MZ.21,950861326,HUANUCO
PE-CONSUCODE-878,MUNICIPALIDAD DISTRITAL DE MARCAS,PLAZA PRINCIPAL,962083170,HUANCAVELICA
PE-CONSUCODE-204910,MUNICIPALIDAD DISTRITAL DE HUIPOCA,CALLE SAÚL RÍOS N° S/N MZ K LOTE 1,918220609,UCAYALI
PE-CONSUCODE-1201,MUNICIPALIDAD DISTRITAL DE FLORENCIA DE MORA,20 DE JUNIO NO 1000,44213701,LA LIBERTAD
PE-CONSUCODE-1229,MUNICIPALIDAD DISTRITAL DE JEQUETEPEQUE,CALLE SAN JOSE 340,,LA LIBERTAD
PE-CONSUCODE-1275,MUNICIPALIDAD DISTRITAL DE CHONGOYAPE,CALLE LIMA Nº 1225,074433215,LAMBAYEQUE
PE-CONSUCODE-190,MUNICIPALIDAD DISTRITAL DE ACOPAMPA,SIMON BOLIVAR,974610488,ANCASH
PE-CONSUCODE-1937,ZONA REGISTRAL N° II SEDE CHICLAYO,AV. JOSE BALTA Nº 109 - CHICLAYO,074233381,LAMBAYEQUE
PE-CONSUCODE-200278,GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL CHURCAMPA,JR. 28 DE JULIO NRO. 720 CERCADO HUANCAVELICA,067487145,HUANCAVELICA
PE-CONSUCODE-200321,MINISTERIO DE AGRICULTURA-PROGRAMA DE COMPENSACIONES PARA LA COMPETITIVIDAD,AV. ALAMEDA DEL CORREGIDOR NRO. 155 URB. LA FONTANA LIMA - LIMA - LA MOLINA,,LIMA
PE-CONSUCODE-204408,COMPLEJO TURISTICO BAÑOS DEL INCA,AV. ATAHUALPA S/N - PLAZA DE ARMAS,348249 - 348385,CAJAMARCA
PE-CONSUCODE-312,MUNICIPALIDAD DISTRITAL DE CONGAS,PLAZA DE ARMAS S/N,,ANCASH
PE-CONSUCODE-314,MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL DE RAJAN,JR.COMERCIO-PLAZA DE ARMAS S/N,,ANCASH
PE-CONSUCODE-435,MUNICIPALIDAD DISTRITAL DE ACARI,PLAZA DE ARMAS  S/N  - ACARI,0,AREQUIPA
PE-CONSUCODE-446,MUNICIPALIDAD DISTRITAL DE YAUCA,CALLE GENERAL SEGURA NO 302 MZ 31 KM 56,0,AREQUIPA
PE-CONSUCODE-596,MUNICIPALIDAD DISTRITAL DE LAMPA,AV. CENTRAL LAMPA N§2 2DO PISO,,AYACUCHO
PE-CONSUCODE-86,MUNICIPALIDAD DISTRITAL DE SOLOCO,CALLE SIN NOMBRE,,AMAZONAS
PE-CONSUCODE-1516,MUNICIPALIDAD DISTRITAL DE SAPUENA,PLAZA DE ARMAS,,LORETO
PE-CONSUCODE-665,MUNICIPALIDAD DISTRITAL DE TORIBIO CASANOVA,Calle San Martin s/n - La Sacilia,,CAJAMARCA
PE-CONSUCODE-1539,MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL - MARISCAL NIETO,CALLE LIMA SN CALACOA,053837117,MOQUEGUA
PE-CONSUCODE-200466,MEF - SECRETARIA TECNICA DE APOYO A LA COMISION AD HOC CREADA POR LA LEY 29625,JR. CUSCO NRO 177 PISO 8,951602842,LIMA
PE-CONSUCODE-1154,MUNICIPALIDAD DISTRITAL DE ULCUMAYO,PLAZA DE ARMAS PRINCIPAL,963530026,JUNIN
PE-CONSUCODE-204890,MUNICIPALIDAD DISTRITAL DE BOQUERÓN,FEDERICO BASADRE KM 177 S/N MZA K LOTE 1,962404949,UCAYALI
PE-CONSUCODE-1437,MUNICIPALIDAD DISTRITAL DE AYAUCA,CALLE LIMA 200.PISO,,LIMA
PE-CONSUCODE-202645,GOBIERNO REGIONAL HUANUCO INSTITUTO SUPERIOR DE MUSICA PUBLICO DANIEL ALOMIA ROBLES,GENERAL PRADO,062-636985,HUANUCO
PE-CONSUCODE-495,MUNICIPALIDAD DISTRITAL DE ALCA,PLAZA DE ARMAS SN ALCA,986988649,AREQUIPA
PE-CONSUCODE-200385,MUNICIPALIDAD DISTRITAL DE COSME,PLAZA PRINCIPAL S/N,949245522,HUANCAVELICA
PE-CONSUCODE-1283,MUNICIPALIDAD DISTRITAL DE PIMENTEL,LEONCIO PRADO N°143 - PIMENTEL,962862090,LAMBAYEQUE
PE-CONSUCODE-1123,MUNICIPALIDAD DISTRITAL DE EL MANTARO,PLAZA PRINCIPAL S/N EL MANTARO,980205951,JUNIN
PE-CONSUCODE-1203,MUNICIPALIDAD PROVINCIAL DE BOLIVAR,PLAZA DE ARMAS S/N,,LA LIBERTAD
PE-CONSUCODE-1563,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS DE YARUSYACAN,LIBERTAD,990758537,PASCO
PE-CONSUCODE-200575,GOBIERNO REGIONAL DE UCAYALI - UNIDAD EJECUTORA 303 EDUCACION CORONEL PORTILLO,AMAZONAS 198,061593460,UCAYALI
PE-CONSUCODE-200578,GOBIERNO REGIONAL DE AMAZONAS - UNIDAD EJECUTORA PROAMAZONAS,BOLIVAR NRO 728,041478277,AMAZONAS
PE-CONSUCODE-2411,EMPRESA MUNICIPAL DE MERCADOS S.A.,AV. LA CULTURA NRO. 808 URB. SANTA AURELIA,5182818,LIMA
PE-CONSUCODE-2540,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CHANCAY SAC,CAL. TENIENTE PRINGLES NRO. 150 LIMA - HUARAL - CHANCAY,,LIMA
PE-CONSUCODE-201471,MUNICIPALIDAD DISTRITAL DE ROSA PANDURO,CALLE LOS COMPATRIOTAS SN,065222205,LORETO
PE-CONSUCODE-381,MUNICIPALIDAD DISTRITAL DE PATAYPAMPA,PLAZA DE ARMAS,,APURIMAC
PE-CONSUCODE-521,MUNICIPALIDAD DISTRITAL DE LOS MOROCHUCOS,JR LOS MOROCHUCOS NRO 100 PLAZA PRINCIPAL PAMPA CANGALLO,947048770,AYACUCHO
PE-CONSUCODE-201765,UNIDAD EJECUTORA 413 SALUD ASCOPE,MIGUEL GRAU,044503418,LA LIBERTAD
PE-CONSUCODE-583,MUNICIPALIDAD DISTRITAL DE CARHUANCA,PLAZA PRINCIPAL KM 45,,AYACUCHO
PE-CONSUCODE-670,MUNICIPALIDAD DISTRITAL DE CHADIN,ZEVALLOS CHAVEZ S/N,,CAJAMARCA
PE-CONSUCODE-712,MUNICIPALIDAD DISTRITAL DE NIEPOS,PROGRESO Nº220,,CAJAMARCA
PE-CONSUCODE-936,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO DE HUIRPACANCHA - HUAYTARA,PLAZA PRINCIPAL S/N,,HUANCAVELICA
PE-CONSUCODE-1576,MUNICIPALIDAD DISTRITAL DE VILCABAMBA - DANIEL A. CARRION,PLAZA PRINCIPAL NO 116,940238113,PASCO
PE-CONSUCODE-201845,UNIDAD EJECUTORA 412 SALUD VIRU,SUCRE,044371362,LA LIBERTAD
PE-CONSUCODE-10438,GOBIERNO REGIONAL DE CAJAMARCA-EDUCACION CUTERVO,JR. 22 DE OCTUBRE 1100,,CAJAMARCA
PE-CONSUCODE-200522,GOBIERNO REGIONAL DE LA LIBERTAD - UNIDAD EJECUTORA EDUCACION 314 - LA ESPERANZA,CALLE BERNARDO O HIGGINS CD19 PJ LA ESPERANZA EX BIBLIOTECA MUNICIPAL,044229080,LA LIBERTAD
PE-CONSUCODE-895,MUNICIPALIDAD DISTRITAL DE ARMA,PLAZA DE ARMAS S/N,,HUANCAVELICA
PE-CONSUCODE-539,MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA,PLAZA PRINCIPAL,0,AYACUCHO
PE-CONSUCODE-200136,GOBIERNO REGIONAL DE ICA - HOSPITAL DE APOYO SANTA MARIA DEL SOCORRO,CALLE CASTROVIRREYNA 759,,ICA
PE-CONSUCODE-201145,GOBIERNO REGIONAL DE CUSCO - UNIDAD EJECUTORA 309 EDUCACION PAUCARTAMBO,CALLE ENRIQUE YABAR SN PAUCARTAMBO,1111111,CUSCO
PE-CONSUCODE-10393,GOBIERNO REGIONAL DE ANCASH-SALUD ANCASH,AV. VILLON ALTO HUARAZ,,ANCASH
PE-CONSUCODE-10415,GOBIERNO REGIONAL DE AREQUIPA-TRABAJO,CALLE UNIVERSIDAD 117 AREQUIPA,,AREQUIPA
PE-CONSUCODE-10455,GOBIERNO REGIONAL DE HUANCAVELICA - EDUCACION,JR. ERNESTO MORALES Nº 122,,HUANCAVELICA
PE-CONSUCODE-1177,MUNICIPALIDAD DISTRITAL DE PACCHA - YAULI,CALLE 17 DE MARZO,969843195,JUNIN
PE-CONSUCODE-1262,MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO - CHEPEN,CALLE ARCO Nº301 PUEBLO NUEVO,,LA LIBERTAD
PE-CONSUCODE-1304,MUNICIPALIDAD DISTRITAL DE SALAS - LAMBAYEQUE,CALLE DEL NIÑO Nº4653,,LAMBAYEQUE
PE-CONSUCODE-1378,MUNICIPALIDAD DISTRITAL DE ZUÑIGA,PLAZA DE ARMAS,8300326,LIMA
PE-CONSUCODE-1407,MUNICIPALIDAD DISTRITAL DE CASTA,PLAZA DE ARMAS  S/N,08760062,LIMA
PE-CONSUCODE-1411,MUNICIPALIDAD DISTRITAL DE HUANZA,PLAZA DE ARMAS HUANZA,944007926,LIMA
PE-CONSUCODE-1496,MUNICIPALIDAD DISTRITAL DE MANSERICHE,CALLE PROGRESO SN VILLA SARAMIRIZA LORETO,7113593,LORETO
PE-CONSUCODE-1581,MUNICIPALIDAD DISTRITAL DE POZUZO,CALLE JOSE Nº 111- LA  COLONIA,063-287524,PASCO
PE-CONSUCODE-1746,MUNICIPALIDAD DISTRITAL DE SINA,PLAZA DE ARMAS S/N,051-325131,PUNO
PE-CONSUCODE-1855,MUNICIPALIDAD DISTRITAL DE CURIBAYA,PLAZA DE ARMAS Nº100,247331,TACNA
PE-CONSUCODE-2389,EMPRESA EMAPA HUANCAVELICA S.A.C,CELESTINO MANCHEGO MUÑOZ N° 329  CERCADO HUANCAVELICA,067-451167,HUANCAVELICA
PE-CONSUCODE-250,MUNICIPALIDAD DISTRITAL DE LACABAMBA,PLAZA DE ARMAS S/N,043-837120,ANCASH
PE-CONSUCODE-612,MUNICIPALIDAD DISTRITAL DE SORAS,SIMON BOLIVAR,,AYACUCHO
PE-CONSUCODE-635,MUNICIPALIDAD DISTRITAL DE JORGE CHAVEZ,JR. EL COMERCIO S/N,,CAJAMARCA
PE-CONSUCODE-728,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - SANTA CRUZ,TUPAC AMARU Nº321,,CAJAMARCA
PE-CONSUCODE-82,MUNICIPALIDAD DISTRITAL DE OLLEROS - CHACHAPOYAS,PLAZA DE ARMAS,995479954,AMAZONAS
PE-CONSUCODE-200509,ESTACION EXPERIMENTAL AGRARIA ANDENES-CUSCO,"AV. MICAELA BASTIDAS NRO 310-214, WANCHAQ",,CUSCO
PE-CONSUCODE-363,MUNICIPALIDAD DISTRITAL DE SORAYA,PLAZA DE ARMAS 2DO PISO,,APURIMAC
PE-CONSUCODE-10397,GOBIERNO REGIONAL DE ANCASH-SALUD UTES LA CALETA,URB. MALECÓN  GRAU S/N,043327609,ANCASH
PE-CONSUCODE-641,MUNICIPALIDAD DISTRITAL DE UTCO,PLAZA DE ARMAS S/N,,CAJAMARCA
PE-CONSUCODE-1235,MUNICIPALIDAD DISTRITAL DE HUANCASPATA,JR.5 DE MARZO NO 508 2DO PISO,956649680,LA LIBERTAD
PE-CONSUCODE-10187,INSTITUTO  PEDAGOGICO  NACIONAL DE MONTERRICO,CARRETERA PANAMERICANA SUR S/N SANTIAGO DE SURCO,01-3721626,LIMA
PE-CONSUCODE-1107,MUNICIPALIDAD DISTRITAL DE NUEVE DE JULIO,AVENIDA ESPAÑA NO 111,995787987,JUNIN
PE-CONSUCODE-1231,MUNICIPALIDAD DISTRITAL DE SAN JOSE - PACASMAYO,PLAZA DE ARMAS Nº 211 - SAN JOSÉ,,LA LIBERTAD
PE-CONSUCODE-131,MUNICIPALIDAD DISTRITAL DE CHIRIMOTO,CALLE S/N,976046610,AMAZONAS
PE-CONSUCODE-1352,MUNICIPALIDAD DISTRITAL DE COPA,PLAZA DE ARMAS Nº06 2DO PISO S/N,951642219,LIMA
PE-CONSUCODE-1402,MUNICIPALIDAD DISTRITAL DE SUMBILCA,PLAZA PRINCIPAL S/N,8106707,LIMA
PE-CONSUCODE-1445,MUNICIPALIDAD DISTRITAL DE HONGOS,AV.PROGRESO-PLAZA DE ARMAS 2D0.PISO,5811189,LIMA
PE-CONSUCODE-1582,MUNICIPALIDAD DISTRITAL DE VILLA RICA,JR. COOPERATIVA Nº 224 - 228,,PASCO
PE-CONSUCODE-203867,GOBIERNO REGIONAL DE LORETO UNIDAD EJECUTORA SALUD UCAYALI - CONTAMANA,BUENAVENTURA MARQUEZ,999550553,LORETO
PE-CONSUCODE-1789,MUNICIPALIDAD DISTRITAL DE POSIC,AV. RIOJA S/N,942611080,SAN MARTIN
PE-CONSUCODE-1931,ZONA REGISTRAL N° VII SEDE HUARAZ,JR. FRANCISCO ARAOS Nº 128- INDEPENDENCIA - HUARAZ,,ANCASH
PE-CONSUCODE-1939,ZONA REGISTRAL N° VI SEDE PUCALLPA,JR. PROGRESO 150 CALLERIA - PUCALLPA,061572288,UCAYALI
PE-CONSUCODE-200171,GOBIERNO REGIONAL DE LAMBAYEQUE - UGEL LAMBAYEQUE,PROLONGACIÓN 8 DE OCTUBRE 230,074281320,LAMBAYEQUE
PE-CONSUCODE-200498,CORTE SUPERIOR DE JUSTICIA DE ICA,CAL. AYACUCHO NRO. 500 (FRENTE A LA PLAZUELA SEBASTIAN BARRANCA) ICA - ICA - ICA,,ICA
PE-CONSUCODE-205110,MUNICIPALIDAD DISTRITAL DE UNION PROGRESO,PLAZA PRINCIPAL - SAN ANTONIO S/N,933988269,AYACUCHO
PE-CONSUCODE-308,MUNICIPALIDAD DISTRITAL DE ACAS,PLAZA DE ARMAS S/N,,ANCASH
PE-CONSUCODE-516,MUNICIPALIDAD DISTRITAL DE TAMBILLO,PLAZA PRINCIPAL DE TAMBILLO S/N,,AYACUCHO
PE-CONSUCODE-536,MUNICIPALIDAD DISTRITAL DE ASQUIPATA,PLAZA PRINCIPAL S/N,,AYACUCHO
PE-CONSUCODE-606,MUNICIPALIDAD DISTRITAL DE CHILCAYOC,AV.CARRION,,AYACUCHO
PE-CONSUCODE-649,MUNICIPALIDAD DISTRITAL DE TANTARICA,JR.JUCON S/N 2DO PISO,,CAJAMARCA
PE-CONSUCODE-864,MUNICIPALIDAD DISTRITAL DE IZCUCHACA,PARQUE TUPAC AMARU Nº130,,HUANCAVELICA
PE-CONSUCODE-871,MUNICIPALIDAD DISTRITAL DE PILCHACA,PLAZA PRINCIPAL S/N,,HUANCAVELICA
PE-CONSUCODE-897,MUNICIPALIDAD DISTRITAL DE CAPILLAS,PLAZA DE ARMAS S/N CAPILLAS CASTROVIRREYNA HUANCAVELICA,067-962552657,HUANCAVELICA
PE-CONSUCODE-929,MUNICIPALIDAD DISTRITAL DE LARAMARCA,AV.COMERCIO S/N,,HUANCAVELICA
PE-CONSUCODE-967,MUNICIPALIDAD DISTRITAL DE TOMAYKICHWA,PLAZA PRINCIPAL,,HUANUCO
PE-CONSUCODE-10604,GOBIERNO REGIONAL DE TUMBES - DIRECCION REGIONAL AGRARIA TUMBES,AV. TARAPACA 427 SAN JOSE,,TUMBES
PE-CONSUCODE-2539,EMPRESA MUNICIPAL DE TRANSPORTE TURISTICO MACHUPICCHU S.A.,ZAVALETA C4,236785,CUSCO
PE-CONSUCODE-200112,SERVICIO DE ADMINISTRACION TRIBUTARIA DE HUANCAYO,AVENIDA PASEO LA BREÑA NRO 539,064202318,JUNIN
PE-CONSUCODE-77,MUNICIPALIDAD DISTRITAL DE LEVANTO,JR. ALONSO DE ALVARADO,942012130,AMAZONAS
PE-CONSUCODE-1046,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE YANAC,PLAZA DE ARMAS S/N,,ICA
PE-CONSUCODE-904,MUNICIPALIDAD DISTRITAL DE SANTA ANA,PLAZA PRINCIPAL S/N - SANTA  ANA,,HUANCAVELICA
PE-CONSUCODE-200684,GOBIERNO REGIONAL DE UCAYALI - UNIDAD DE GESTION EDUCATIVA LOCAL DE PURUS,PURUS SN,61574735,UCAYALI
PE-CONSUCODE-1276,MUNICIPALIDAD DISTRITAL DE ETEN,PEDRO RUIZ Nº579,074414302,LAMBAYEQUE
PE-CONSUCODE-1875,MUNICIPALIDAD DISTRITAL DE CAMPO VERDE,CALLE MUNICIPAL Nº 139,961099550,UCAYALI
PE-CONSUCODE-200172,GOBIERNO REGIONAL DE LAMBAYEQUE - UGEL FERREÑAFE,Vacio/Nulo,,LAMBAYEQUE
PE-CONSUCODE-200397,GOBIERNO REGIONAL DE PIURA - UNIDAD DE GESTION EDUCATIVA LOCAL AYABACA,CALLE BOLIVAR Nº 100,,PIURA
PE-CONSUCODE-642,MUNICIPALIDAD DISTRITAL DE LA LIBERTAD DE PALLAN,JR. LA PURISIMA S/N,,CAJAMARCA
PE-CONSUCODE-675,MUNICIPALIDAD DISTRITAL DE LLAMA - CHOTA,Calle Garcilazo de la Vega Nº 141 - Llama - Chota CAJAMARCA,,CAJAMARCA
PE-CONSUCODE-961,MUNICIPALIDAD DISTRITAL DE CAYNA,MARISCAL CASTILLA,,HUANUCO
PE-CONSUCODE-721,MUNICIPALIDAD DISTRITAL DE SAN BERNARDINO,JIRON 11  DE DICIEMBRE Nº 130,,CAJAMARCA
PE-CONSUCODE-200867,GOBIERNO RERGIONAL DE HUANUCO - UNIDAD EJECUTORA 308 EDUCACION LAURICOCHA,AV. LEONCIO PRADO MZA. K1 LOTE. 01 (CUADRA 10.MODULO I-PISO 03-CENTRO CIVICO),995027440,HUANUCO
PE-CONSUCODE-200682,GOBIERNO REGIONAL DE HUANUCO - UNIDAD DE GESTION EDUCATIVA LOCAL DE AMBO,BL AYANCOCHA NRO 3,962533777,HUANUCO
PE-CONSUCODE-203748,UNIDAD EJECUTORA 005: VENTANILLA UNICA DE COMERCIO EXTERIOR - SEGUNDA ETAPA,UNO OESTE NRO 050,5136100,LIMA
PE-CONSUCODE-202545,GOBIERNO REGIONAL HUANCAVELICA UNIDAD EJECUTORA 313 UNIDAD DE GESTION EDUCATIVA LOCAL CASTROVIRREYNA,LOS LIBERTADORES SN,067816833,HUANCAVELICA
PE-CONSUCODE-10363,GOBIERNO REGIONAL DE TACNA - PROYECTO ESPECIAL AFIANZAMIENTO Y AMPLIACION RECURSOS HIDRICOS DE TACNA,AV. MANUEL  A.  ODRIA (VILLA PANAMERICANA) Nº 1245 - TACNA,,TACNA
PE-CONSUCODE-1168,MUNICIPALIDAD DISTRITAL DE PALCA - TARMA,JR.SAN MARTIN NO 462,064 622095,JUNIN
PE-CONSUCODE-1199,MUNICIPALIDAD DISTRITAL DE SIMBAL,CALLE LOS MANGUITOS NO 204 2DO PISO,949957679,LA LIBERTAD
PE-CONSUCODE-1205,MUNICIPALIDAD DISTRITAL DE CONDORMARCA,BOLIVAR PLAZA DE ARMAS S/N,44571002,LA LIBERTAD
PE-CONSUCODE-12,MINISTERIO DE DEFENSA,AV. BOULEVARD LIMA,4358854,LIMA
PE-CONSUCODE-203005,MUNICIPALIDAD DISTRITAL DE LOS CHANKAS,RIO BLANCO SIN NRO,983905577,APURIMAC
PE-CONSUCODE-1287,MUNICIPALIDAD DISTRITAL DE ZAÑA,CALLE REAL Nº450,,LAMBAYEQUE
PE-CONSUCODE-203126,MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO,MANUEL PRADO LOTE 7,062488003,HUANUCO
PE-CONSUCODE-132,MUNICIPALIDAD DISTRITAL DE HUAMBO - RODRIGUEZ DE MENDOZA,SAGRADO CORAZON DE JESUS NO 360,760237,AMAZONAS
PE-CONSUCODE-1425,MUNICIPALIDAD DISTRITAL DE SAN MATEO,PLAZA MATEO VERA S/N SAN MATEO HUAROCHIRI LIMA,2440020,LIMA
PE-CONSUCODE-1507,MUNICIPALIDAD DISTRITAL EL TIGRE,LUQUE HERRERA S/N INSTITUTO,253853,LORETO
PE-CONSUCODE-1513,MUNICIPALIDAD DISTRITAL DE EMILIO SAN MARTIN,CALLE JOSE GALVEZ Nº 681,965757950,LORETO
PE-CONSUCODE-1557,MUNICIPALIDAD DISTRITAL DE HUACHON,PLAZA DE ARMAS Nº5 2DO PISO INT. 8,,PASCO
PE-CONSUCODE-1778,MUNICIPALIDAD DISTRITAL DE ZAPATERO,PLAZA SAN MARTIN S/N,042-530903,SAN MARTIN
PE-CONSUCODE-1782,MUNICIPALIDAD DISTRITAL DE PACHIZA,CALLE ATAHUALPA Nº105,42630049,SAN MARTIN
PE-CONSUCODE-200021,AGENCIA PERUANA DE COOPERACION INTERNACIONAL,AV. JOSE PARDO Nº 261,,LIMA
PE-CONSUCODE-200065,GOBIERNO REGIONAL DE JUNÍN-EDUCACIÓN SATIPO CHANCHAMAYO,URB. SANTA LEONOR MZ. G LT. 6,064546305,JUNIN
PE-CONSUCODE-200165,GOBIERNO REGIONAL DE ANCASH - UGEL CASMA,AV. MAGDALENA S/N PLAZA DE ARMAS,,ANCASH
PE-CONSUCODE-200263,CENTRO NACIONAL DE PLANEAMIENTO ESTRATEGICO - CEPLAN,AVENIDA CANAVAL Y MOREYRA NRO 480 OFICINA 1201,2117800,LIMA
PE-CONSUCODE-200295,GOBIERNO REGIONAL DE LA LIBERTAD - UNIDAD DE GESTION EDUCATIVA DE VIRU,LOS BRILLANTES Nº 650,,LA LIBERTAD
PE-CONSUCODE-204690,MUNICIPALIDAD DISTRITAL DE LAMBRAS,PLAZA PRINCIPAL S/N URB SANTA MARÍA,974367080,HUANCAVELICA
PE-CONSUCODE-204730,GOBIERNO REGIONAL DE PASCO - UNIDAD DE GESTIÓN EDUCATIVA PUERTO BERMÚDEZ,SAN MARTÍN S/N,932480765,PASCO
PE-CONSUCODE-255,MUNICIPALIDAD DISTRITAL DE TAUCA,PLAZA DE ARMAS 115,978287731,ANCASH
PE-CONSUCODE-332,MUNICIPALIDAD DISTRITAL DE PACOBAMBA,AV.SAN MIGUEL No 100 2DO PISO,,APURIMAC
PE-CONSUCODE-380,MUNICIPALIDAD DISTRITAL DE MICAELA BASTIDAS,PLAZA DE ARMAS No 2,,APURIMAC
PE-CONSUCODE-471,MUNICIPALIDAD DISTRITAL DE LLUTA,PLAZA LIBERTAD S/N LLUTA,0,AREQUIPA
PE-CONSUCODE-668,MUNICIPALIDAD DISTRITAL DE COCHABAMBA - CHOTA,JR. CAJAMARCA S/N,,CAJAMARCA
PE-CONSUCODE-72,MUNICIPALIDAD DISTRITAL DE CHUQUIBAMBA,JR. SAN MARTIN,,AMAZONAS
PE-CONSUCODE-900,MUNICIPALIDAD DISTRITAL DE HUACHOS,PLAZA DE ARMAS Nº5 2DO PISO,,HUANCAVELICA
PE-CONSUCODE-200425,GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA 306 EDUCACION UGEL PUERTO INCA,AV. SANCHE CERRO NRO. SN URB. PUERTO INCA HUANUCO - PUERTO INCA - PUERTO INCA,,HUANUCO
PE-CONSUCODE-200371,GOBIERNO REGIONAL DE AYACUCHO - UNIDAD DE GESTION EDUCATIVA LOCAL DE HUAMANGA,CAL. REAL NRO. 106 URB. JARDIN AYACUCHO - HUAMANGA - AYACUCHO,,AYACUCHO
PE-CONSUCODE-206,MUNICIPALIDAD DISTRITAL DE BAMBAS,PLAZA DE ARMAS S/N,0,ANCASH
PE-CONSUCODE-10557,GOBIERNO REGIONAL DE PIURA - UNIDAD DE GESTION EDUCATIVA LOCAL- SULLANA,AV. VICTOR ELORZ GOYCOCHEA S/N A.H. SANCHEZ CERRO,,PIURA
PE-CONSUCODE-510,MUNICIPALIDAD DISTRITAL DE OCROS,MZ I LOTE 04 CP OCROS SN PLAZA PRINCIPAL,11111111,AYACUCHO
PE-CONSUCODE-10529,GOBIERNO REGIONAL DE LORETO-EDUCACION UCAYALI-CONTAMANA LORETO,JR. AMAZONAS 213 CONTAMANA,,LORETO
PE-CONSUCODE-203687,GOBIERNO REGIONAL DEL CUSCO UNIDAD DE GESTION EDUCATIVA LOCAL CANAS,TUPAC AMARU SIN NRO,943554001,CUSCO
PE-CONSUCODE-202525,GOBIERNO REGIONAL HUANCAVELICA UNIDAD DE GESTION EDUCATIVA LOCAL SURCUBAMBA,DANIEL HERNANDEZ SN,064227589,HUANCAVELICA
